OTU ID	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538	taxonomy	TaxonomyUsearch	
58	1358	186	25	954	414	6440	374	394	1052	405	4	17	76	192	206	342	36	126	0	132	22	524	0	212	0	8	214	0	0	30	104	9	16	25	81	0	23	4	0	13	81	4	0	0	0	0	5	1	0	0	23	33	0	1	0	9	0	3	75	1	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales	SINTAX;k:Fungi,p:Ascomycota
59	0	51	0	0	6181	0	0	1567	0	12	1070	0	1358	0	10	0	0	509	0	12	0	1047	0	8	0	23	0	1022	0	136	0	66	0	0	203	0	0	0	0	178	0	0	0	229	0	0	16	58	0	0	0	0	0	0	0	0	0	162	273	0	0	p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae	FN376417;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Dipodascus,s:Dipodascus geotrichum
60	4834	158	5295	98	1572	61	0	0	92	0	0	6	2	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	p:Basidiomycota	SINTAX;k:Fungi
61	79	7	24	9	0	123	19	2	0	27	6	1	9	1	17	144	32	23	23	0	8	6	1	14	40	5	113	1	27	1	4	12	27	327	5	4	2	16	16	0	593	10	1	13	103	0	34	51	90	27	245	14	2	0	45	7931	864	0	0	593	220	p:Cercozoa	No Hit
63	1818	101	1009	949	1765	0	435	209	107	227	631	91	462	68	88	77	307	77	97	36	1	192	78	2	171	20	87	0	0	15	203	0	0	37	23	0	18	0	0	18	222	17	9	177	0	1	46	14	1	67	194	5	0	54	0	10	0	60	117	21	2	p:Ascomycota	AY969719;k:Fungi,p:Ascomycota
64	1775	300	542	627	271	520	1491	468	1013	735	182	216	165	105	67	135	152	83	98	27	33	221	15	18	0	130	85	8	30	21	37	2	10	35	74	13	33	0	0	0	28	4	12	5	5	0	1	4	49	135	13	4	0	0	0	14	57	210	21	8	0	p:Ascomycota	UTAX;k:Fungi,p:Ascomycota
66	114	53	177	87	125	832	563	519	94	581	382	61	232	122	218	65	389	210	64	46	17	709	44	173	376	168	117	1	198	46	35	39	20	306	130	22	233	118	375	28	88	25	153	60	19	21	36	10	32	130	5	19	0	35	13	596	393	128	58	85	1	p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Unknown_26516	AB078501;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium
67	489	319	2969	130	220	3463	146	109	1343	120	80	13	131	0	4	127	11	4	0	0	0	11	0	1	0	15	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	35	0	0	0	33	14	0	4	9	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21844,g:Didymella	AY531684;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Boeremia,s:Boeremia exigua
68	69	74	2611	38	89	3480	271	28	821	145	85	30	95	16	4	184	0	0	4	0	0	238	13	28	0	0	4	0	5	0	0	0	0	20	2	0	10	0	0	0	4	0	11	0	0	0	0	0	24	8	0	9	0	3	0	99	75	0	1	62	4	p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	UTAX;k:Fungi,p:Ascomycota
69	447	931	228	241	111	457	203	724	797	47	6	0	174	47	119	353	57	56	9	140	6	69	30	294	71	121	97	12	5	81	83	75	8	9	80	2	449	100	33	1	6	12	13	1	26	12	172	302	117	24	97	6	0	31	0	562	0	35	31	87	4	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Unknown_23520	GU055688;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
70	13	387	2710	86	50	75	42	451	1982	169	114	163	526	5	42	533	8	12	25	10	13	51	77	148	0	23	16	10	242	35	0	12	15	31	0	4	65	9	0	0	2	0	15	2	13	10	9	6	12	15	17	9	0	0	0	8	23	0	1	9	0	p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae,g:Neocallimastix	SINTAX;k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes,o:Neocallimastigales,f:Neocallimastigaceae
71	514	8	451	60	92	1902	1618	47	1478	430	249	67	132	25	0	101	22	23	2	0	8	108	0	25	0	0	9	0	9	17	4	0	0	8	4	4	5	0	0	0	8	1	0	0	0	0	0	0	0	46	0	14	4	4	0	308	30	25	0	57	4	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Unknown_22493,g:Pilidium	KF060281;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium,s:Pilidium concavum
73	126	96	0	404	337	889	353	454	217	172	107	6	31	64	341	190	377	61	4	127	19	661	0	34	30	85	68	22	28	4	55	38	12	109	126	0	111	30	50	22	75	6	23	358	0	0	61	85	9	83	39	15	0	31	5	821	40	193	63	48	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
74	6	0	18	0	9	462	29	0	83	35	28	0	0	5	0	12	0	0	0	5	0	34	8	0	308	16	1	31	10	0	176	5	31	5	239	50	0	1	0	1700	213	0	348	13	15	4	27	34	0	8	4	1	109	45	16	3363	1	8	8	53	61	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Unknown_23163,g:Sarocladium	GU219466;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sarocladium,s:Sarocladium strictum
76	647	9	2288	120	174	2055	523	126	252	353	173	14	28	5	51	181	9	8	24	4	0	30	8	8	0	25	4	4	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	27	0	19	0	8	4	101	0	5	4	18	0	p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Unknown_26548,g:Cryptococcus	FJ236000;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
77	0	0	0	0	0	0	17	0	4	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	2	0	4	4	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	0	495	13	4	0	1	9	4	6699	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	AM999691;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae
78	362	96	939	125	140	1483	300	58	1651	150	83	4	144	161	5	98	0	26	77	0	0	141	0	73	153	62	2	2	0	0	193	0	12	9	0	4	0	10	0	21	45	0	5	1	0	0	0	0	13	60	0	9	0	0	0	204	12	8	0	45	4	p:Ascomycota,c:Sordariomycetes,o:Unknown_23034,f:Plectosphaerellaceae,g:Plectosphaerella	FJ571479;k:Fungi,p:Ascomycota,c:Sordariomycetes,f:Plectosphaerellaceae,g:Plectosphaerella
79	970	188	795	236	446	0	464	378	311	320	256	384	141	104	21	30	142	61	363	0	3	97	115	8	0	104	0	0	31	13	16	4	20	12	77	82	59	0	0	16	4	4	0	0	9	0	0	0	20	98	7	57	0	4	0	99	0	85	96	170	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Unknown_21977	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae
82	2272	14	1480	42	66	1358	44	0	180	134	39	3	15	22	4	75	33	8	5	0	5	18	6	1	0	5	0	4	0	0	16	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	18	5	0	71	0	0	0	9	0	13	0	26	4	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Stemphylium	HF947051;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae
84	141	119	261	55	144	2268	235	84	779	252	112	50	128	8	3	116	0	14	5	0	0	182	0	103	0	0	9	0	26	5	17	8	25	14	1	0	0	0	63	28	22	0	20	5	0	0	12	8	9	33	5	45	8	31	0	137	24	0	8	41	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaetopsis	FN394721;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Leptosphaeria
85	295	122	276	125	112	396	83	21	1218	83	43	33	121	32	9	358	0	4	0	13	37	4	6	37	32	1	17	20	0	271	0	0	20	4	0	0	932	90	0	0	0	0	4	0	0	0	0	0	220	11	168	138	0	0	0	30	94	4	4	90	5	p:Zygomycota,c:Unknown_27299,o:Mucorales,f:Pilobolaceae,g:Pilobolus	SINTAX;k:Fungi,p:Zygomycota,o:Mucorales,f:Pilobolaceae,g:Pilobolus
86	58	16	1217	30	62	3412	83	6	251	96	77	4	49	4	0	54	0	4	0	0	0	23	0	9	0	0	9	0	0	7	0	0	5	5	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	16	0	5	0	0	0	32	0	1	0	17	4	p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae	SINTAX;k:Fungi,p:Ascomycota
87	97	63	928	77	83	2199	284	14	551	156	89	15	133	8	8	109	1	32	2	0	0	297	4	26	0	0	23	0	12	5	0	0	0	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	2	36	4	11	1	0	0	45	21	8	0	21	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
88	83	0	0	9	0	0	113	4	81	21	28	0	5	37	5	639	20	0	99	9	360	171	56	0	0	68	16	4	327	0	16	62	975	38	37	36	0	234	0	167	48	15	383	44	375	0	43	19	11	2	0	0	59	29	0	129	278	12	9	120	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	GU132456;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium oxysporum
89	413	80	1610	136	67	2115	85	15	236	128	67	0	0	2	9	59	0	4	2	0	0	116	0	20	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	18	0	4	0	1	0	20	0	4	2	5	0	p:Basidiomycota,c:Tremellomycetes,o:Tremellales	UTAX;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus,s:Cryptococcus frias
90	108	0	138	74	45	2394	281	55	723	201	116	46	57	17	0	124	15	25	5	0	0	476	17	107	0	0	9	2	1	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	18	0	0	0	35	68	1	4	37	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Botryotinia	HG799538;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Botrytis
91	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	47	0	0	0	74	0	0	0	0	0	641	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	3911	0	0	398	0	0	0	0	0	0	0	26	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	UTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
92	1664	69	1616	50	89	899	202	14	193	0	0	8	0	23	4	18	0	0	0	0	0	9	0	0	0	42	0	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	4	5	0	0	0	0	0	0	12	4	0	0	0	9	0	0	0	0	1	p:Basidiomycota,c:Tremellomycetes,o:Holtermanniales,f:Unknown_26541,g:Holtermannia	UTAX;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Holtermanniales,g:Holtermanniella,s:Holtermanniella takashimae
93	83	14	32	106	5	0	220	22	58	166	25	64	55	46	25	2	88	34	117	9	26	0	4	29	21	22	8	0	45	98	52	0	0	225	32	48	128	0	406	139	91	0	536	17	196	27	25	62	0	15	11	35	0	99	74	976	17	28	57	15	206	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	KR909175;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Lophiostoma
95	897	479	298	207	232	0	65	662	499	147	60	180	57	27	142	321	27	12	57	14	4	157	4	43	0	46	24	0	1	8	0	9	0	5	9	13	11	0	0	13	1	0	0	1	0	0	9	4	23	20	4	28	0	0	0	27	10	58	0	13	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
96	76	678	452	0	8	3104	34	92	241	1	0	0	63	0	1	32	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	44	0	0	4	12	0	p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Unknown_22959	SINTAX;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Wickerhamomyces,s:Wickerhamomyces rabaulensis
98	23	35	0	8	0	0	28	36	51	26	54	44	23	17	28	0	14	21	56	14	21	8	104	182	121	132	24	0	14	44	27	0	33	314	24	68	332	8	314	30	181	4	86	37	386	571	476	187	0	31	38	0	0	118	0	8	237	0	6	53	149	p:Ascomycota,c:Dothideomycetes,o:Pleosporales	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
100	118	0	0	52	46	0	55	9	28	333	26	250	56	89	66	129	158	48	14	16	0	1	0	0	301	61	17	0	0	28	21	199	38	83	416	89	62	0	1	10	44	30	69	4	58	1	10	247	0	41	5	0	0	189	0	0	1	1	7	1098	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	KF128821;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia
101	104	116	936	23	29	2350	104	56	496	18	29	2	65	1	6	88	0	0	0	0	0	34	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	9	0	0	4	0	1	62	0	0	4	20	6	p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	UTAX;k:Fungi,p:Ascomycota,c:Taphrinomycetes
103	274	76	30	18	21	0	78	60	64	111	31	156	9	164	77	378	78	20	93	16	0	23	33	0	480	111	13	7	0	18	168	44	120	32	16	22	276	127	0	14	236	54	8	35	100	12	5	26	96	0	19	4	0	247	0	0	39	31	108	13	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	GQ203787;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia minipascua
104	324	84	627	118	256	2222	93	7	182	78	35	1	103	4	0	51	0	1	4	0	1	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Unknown_21907	GU054184;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	177	1631	1625	0	715	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	0	p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Chrysosporium	KC460891;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Chrysosporium,s:Chrysosporium lobatum
106	696	242	298	243	565	50	392	229	145	155	64	36	69	19	31	56	13	21	4	13	0	171	6	23	0	0	32	5	6	2	0	2	1	3	13	1	15	32	0	6	18	2	0	37	1	0	7	19	20	21	32	7	0	20	0	4	0	16	24	7	3	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Unknown_23503	JF433007;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
107	106	251	799	62	86	1731	32	30	303	71	21	25	51	0	0	41	2	8	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	5	0	0	1	0	14	124	0	0	0	49	0	p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces	UTAX;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Protomyces,s:Protomyces inouyei
108	13	0	226	9	26	3460	17	0	38	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21865	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
110	32	69	810	29	29	1706	83	33	323	53	21	0	62	9	6	48	0	0	0	0	4	59	0	33	0	0	4	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	1	0	0	0	0	5	5	9	1	17	0	0	0	64	0	8	8	60	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales	EF619702;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
112	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1210	0	0	0	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Selinia	HM484859;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Selinia,s:Selinia pulchra
113	348	131	1252	39	178	1019	84	16	241	19	36	16	48	1	0	27	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	13	0	0	0	26	0	0	0	4	0	p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Unknown_26548	SINTAX;k:Fungi,p:Basidiomycota,c:Tremellomycetes
116	84	0	0	45	72	169	180	142	26	240	83	5	57	52	61	46	150	55	13	14	8	402	21	40	75	17	56	0	103	1	25	18	12	88	25	12	26	68	77	17	27	10	72	34	5	7	10	8	17	55	4	18	0	1	5	258	99	45	10	47	0	p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium	FJ807685;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium slooffiae
117	39	0	3	4	0	123	6	0	0	9	0	0	2	1	1	23	1	2	4	0	1	0	4	1	37	0	10	0	1	0	4	1	25	164	9	8	4	4	0	0	341	4	0	13	24	0	16	4	29	13	112	0	6	0	2	1300	498	0	0	265	104	p:Cercozoa	No Hit
118	532	87	0	177	0	462	129	174	435	117	0	0	12	8	87	289	16	9	0	151	4	84	0	0	20	168	62	0	0	0	16	4	0	8	0	0	0	0	9	0	0	0	0	0	0	0	0	4	54	0	9	14	0	0	4	1	0	23	9	8	0	p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Unknown_23512	UTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
119	0	185	0	21	302	0	0	224	45	0	4	376	18	0	128	681	1	38	217	31	0	0	0	0	0	10	1	0	5	0	0	17	0	8	0	17	0	0	0	0	0	0	0	0	721	0	0	30	0	0	31	0	0	0	0	4	0	18	11	0	0	p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae,g:Antarctomyces	UTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes
120	8	60	596	11	32	1787	50	5	307	26	9	1	68	0	0	32	0	0	9	0	0	9	8	12	0	0	1	8	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	4	0	0	0	0	4	0	5	6	4	0	24	18	0	8	0	0	p:Unknown_27481	KX776607;k:Fungi
121	0	0	1690	0	0	0	0	0	858	0	4	4	0	0	0	334	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Unknown_23842	JF907827;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe,s:Conocybe rickenii
123	155	51	542	59	66	1557	90	23	312	33	19	0	18	4	0	50	0	4	0	0	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	1	5	0	0	1	35	0	0	0	1	4	p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Unknown_26548,g:Cryptococcus	AM901903;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus
126	248	48	345	44	86	1803	24	8	157	31	23	12	27	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	66	4	p:Ascomycota	UTAX;*
127	0	0	0	0	0	0	0	0	0	0	0	0	0	59	35	0	0	0	0	693	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	1915	0	0	0	0	0	150	0	0	83	0	0	0	0	0	0	0	10	0	0	p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus	AY372073;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus furfuraceus
128	0	0	0	0	0	2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p:Microsporidia,c:Microsporea,o:Microsporida,f:Unknown_27802	SINTAX;k:Fungi
129	0	0	32	8	6	0	107	0	23	1	81	0	9	8	0	5	8	0	0	0	5	5	0	1245	0	9	0	1	0	0	7	0	0	0	8	0	23	0	3	0	5	0	11	21	0	0	23	2	1	2	0	1	0	0	2	26	0	0	0	5	1244	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Gibberella	GQ922562;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Gibberella,s:Gibberella tricincta
130	0	0	46	0	5	0	4	4	51	0	0	0	13	0	0	28	0	0	0	0	0	25	0	6	0	0	0	0	0	0	12	28	0	0	8	0	0	0	0	17	2491	25	0	0	67	0	0	0	2	0	0	0	0	5	0	5	0	0	0	0	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Unknown_23151,g:Acremonium	KR014351;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
131	0	0	0	0	0	0	57	0	0	0	221	0	0	8	0	0	0	0	159	0	0	96	533	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	369	0	0	4	1384	0	p:Zygomycota	SINTAX;k:Fungi
132	0	0	0	0	0	0	0	4	0	0	0	4	0	4	0	31	0	0	1	4	0	0	14	0	0	7	7	0	0	60	0	1	0	0	8	0	1618	326	0	0	0	18	4	54	133	0	28	239	4	0	4	25	0	0	5	0	112	0	0	0	0	p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis stercorea
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1890	0	0	780	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	p:Ascomycota,c:Sordariomycetes	SINTAX;k:Fungi
134	0	0	84	0	0	0	63	0	45	3	0	0	0	4	0	5	0	4	0	0	0	78	0	41	144	4	4	0	0	2	9	43	4	9	170	13	8	0	0	313	1497	0	60	4	12	4	2	0	0	4	1	5	0	13	0	4	0	0	0	28	0	p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Unknown_23151	GU226831;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium
137	30	61	349	12	4	1367	18	11	291	37	74	7	48	0	8	28	9	1	23	0	0	16	0	11	0	8	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	4	43	6	8	0	9	0	p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Unknown_21840,g:Boeremia	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes
138	1043	63	512	89	160	112	85	9	190	34	113	4	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Cyathicula	FJ005117;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Cyathicula,s:Cyathicula culmicola
139	0	60	10	0	1	1310	0	38	106	21	1	0	113	0	1	13	4	2	0	0	0	140	8	446	0	4	28	5	0	4	0	0	0	18	0	0	19	0	0	0	0	0	0	0	4	0	0	5	8	9	0	33	0	0	0	23	22	2	0	13	0	p:Basidiomycota,c:Ustilaginomycetes,o:Ustilaginales,f:Ustilaginaceae,g:Ustilago	KF381018;k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Ustilaginales,f:Ustilaginaceae,g:Ustilago,s:Ustilago striiformis
